Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Status
"lumenred-extension-cable-10ft-7","Lumenred Extension Cable 10ft","<p>Lumenred Extension Cable 10ft delivers clinical-style red and near-infrared coverage with — diodes, 0 LEDs, and roughly 0W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: —</li><li>LEDs: 0</li><li>Power: 0W</li><li>Size: Universal fit</li><li>Finish: Soft Black</li></ul>","Lumenred","Accessories","accessories, —, accessory, accessory-cable","TRUE","Finish","Soft Black","LR-0094","2500","shopify","25","deny","manual","39.00","","TRUE","TRUE","active"
"lumenred-floor-stabilizer-base-8","Lumenred Floor Stabilizer Base","<p>Lumenred Floor Stabilizer Base delivers clinical-style red and near-infrared coverage with — diodes, 0 LEDs, and roughly 0W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: —</li><li>LEDs: 0</li><li>Power: 0W</li><li>Size: Universal fit</li><li>Finish: Arctic White</li></ul>","Lumenred","Accessories","accessories, —, accessory, accessory-base","TRUE","Finish","Arctic White","LR-0095","2500","shopify","25","deny","manual","149.00","","TRUE","TRUE","active"
"lumenred-dual-panel-linker-9","Lumenred Dual Panel Linker","<p>Lumenred Dual Panel Linker delivers clinical-style red and near-infrared coverage with — diodes, 0 LEDs, and roughly 0W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: —</li><li>LEDs: 0</li><li>Power: 0W</li><li>Size: Universal fit</li><li>Finish: Matte Graphite</li></ul>","Lumenred","Accessories","accessories, —, accessory, accessory-linker","TRUE","Finish","Matte Graphite","LR-0096","2500","shopify","25","deny","manual","99.00","","TRUE","TRUE","active"
"lumenred-cleaning-kit-10","Lumenred Cleaning Kit","<p>Lumenred Cleaning Kit delivers clinical-style red and near-infrared coverage with — diodes, 0 LEDs, and roughly 0W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: —</li><li>LEDs: 0</li><li>Power: 0W</li><li>Size: Universal fit</li><li>Finish: Brushed Steel</li></ul>","Lumenred","Accessories","accessories, —, accessory, accessory-clean","TRUE","Finish","Brushed Steel","LR-0097","2500","shopify","25","deny","manual","24.00","","TRUE","TRUE","active"
"lumenred-ceiling-suspension-kit-11","Lumenred Ceiling Suspension Kit","<p>Lumenred Ceiling Suspension Kit delivers clinical-style red and near-infrared coverage with — diodes, 0 LEDs, and roughly 0W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: —</li><li>LEDs: 0</li><li>Power: 0W</li><li>Size: Universal fit</li><li>Finish: Soft Black</li></ul>","Lumenred","Accessories","accessories, —, accessory, accessory-ceiling","TRUE","Finish","Soft Black","LR-0098","2500","shopify","25","deny","manual","169.00","","TRUE","TRUE","active"
"lumenred-pulse-controller-12","Lumenred Pulse Controller","<p>Lumenred Pulse Controller delivers clinical-style red and near-infrared coverage with — diodes, 0 LEDs, and roughly 0W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: —</li><li>LEDs: 0</li><li>Power: 0W</li><li>Size: Universal fit</li><li>Finish: Arctic White</li></ul>","Lumenred","Accessories","accessories, —, accessory, accessory-pulse","TRUE","Finish","Arctic White","LR-0099","2500","shopify","25","deny","manual","129.00","","TRUE","TRUE","active"
"lumenred-tabletop-easel-13","Lumenred Tabletop Easel","<p>Lumenred Tabletop Easel delivers clinical-style red and near-infrared coverage with — diodes, 0 LEDs, and roughly 0W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: —</li><li>LEDs: 0</li><li>Power: 0W</li><li>Size: Universal fit</li><li>Finish: Matte Graphite</li></ul>","Lumenred","Accessories","accessories, —, accessory, accessory-easel","TRUE","Finish","Matte Graphite","LR-0100","2500","shopify","25","deny","manual","69.00","","TRUE","TRUE","active"
"lumenred-protective-dust-cover-14","Lumenred Protective Dust Cover","<p>Lumenred Protective Dust Cover delivers clinical-style red and near-infrared coverage with — diodes, 0 LEDs, and roughly 0W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: —</li><li>LEDs: 0</li><li>Power: 0W</li><li>Size: Universal fit</li><li>Finish: Brushed Steel</li></ul>","Lumenred","Accessories","accessories, —, accessory, accessory-cover","TRUE","Finish","Brushed Steel","LR-0101","2500","shopify","25","deny","manual","34.00","","TRUE","TRUE","active"
"lumenred-hard-shipping-crate-15","Lumenred Hard Shipping Crate","<p>Lumenred Hard Shipping Crate delivers clinical-style red and near-infrared coverage with — diodes, 0 LEDs, and roughly 0W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: —</li><li>LEDs: 0</li><li>Power: 0W</li><li>Size: Universal fit</li><li>Finish: Soft Black</li></ul>","Lumenred","Accessories","accessories, —, accessory, accessory-crate","TRUE","Finish","Soft Black","LR-0102","2500","shopify","25","deny","manual","249.00","","TRUE","TRUE","active"
"lumenred-ir-safety-glasses-pro-16","Lumenred IR Safety Glasses Pro","<p>Lumenred IR Safety Glasses Pro delivers clinical-style red and near-infrared coverage with — diodes, 0 LEDs, and roughly 0W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: —</li><li>LEDs: 0</li><li>Power: 0W</li><li>Size: Universal fit</li><li>Finish: Arctic White</li></ul>","Lumenred","Accessories","accessories, —, accessory, accessory-glasses","TRUE","Finish","Arctic White","LR-0103","2500","shopify","25","deny","manual","45.00","","TRUE","TRUE","active"
"lumenred-mobile-dolly-17","Lumenred Mobile Dolly","<p>Lumenred Mobile Dolly delivers clinical-style red and near-infrared coverage with — diodes, 0 LEDs, and roughly 0W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: —</li><li>LEDs: 0</li><li>Power: 0W</li><li>Size: Universal fit</li><li>Finish: Matte Graphite</li></ul>","Lumenred","Accessories","accessories, —, accessory, accessory-dolly","TRUE","Finish","Matte Graphite","LR-0104","2500","shopify","25","deny","manual","229.00","","TRUE","TRUE","active"
"lumenred-multi-outlet-hub-18","Lumenred Multi-Outlet Hub","<p>Lumenred Multi-Outlet Hub delivers clinical-style red and near-infrared coverage with — diodes, 0 LEDs, and roughly 0W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: —</li><li>LEDs: 0</li><li>Power: 0W</li><li>Size: Universal fit</li><li>Finish: Brushed Steel</li></ul>","Lumenred","Accessories","accessories, —, accessory, accessory-hub","TRUE","Finish","Brushed Steel","LR-0105","2500","shopify","25","deny","manual","54.00","","TRUE","TRUE","active"
"lumenred-calibration-card-19","Lumenred Calibration Card","<p>Lumenred Calibration Card delivers clinical-style red and near-infrared coverage with — diodes, 0 LEDs, and roughly 0W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: —</li><li>LEDs: 0</li><li>Power: 0W</li><li>Size: Universal fit</li><li>Finish: Soft Black</li></ul>","Lumenred","Accessories","accessories, —, accessory, accessory-cal","TRUE","Finish","Soft Black","LR-0106","2500","shopify","25","deny","manual","19.00","","TRUE","TRUE","active"
"lumenred-studio-anchor-set-20","Lumenred Studio Anchor Set","<p>Lumenred Studio Anchor Set delivers clinical-style red and near-infrared coverage with — diodes, 0 LEDs, and roughly 0W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: —</li><li>LEDs: 0</li><li>Power: 0W</li><li>Size: Universal fit</li><li>Finish: Arctic White</li></ul>","Lumenred","Accessories","accessories, —, accessory, accessory-anchor","TRUE","Finish","Arctic White","LR-0107","2500","shopify","25","deny","manual","89.00","","TRUE","TRUE","active"
"lumenred-starter-desk-kit","Lumenred Starter Desk Kit","<p>Lumenred Starter Desk Kit delivers clinical-style red and near-infrared coverage with 660nm diodes, 100 LEDs, and roughly 40W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: 660nm</li><li>LEDs: 100</li><li>Power: 40W</li><li>Size: Multi-piece kit</li><li>Finish: Matte Graphite</li></ul>","Lumenred","Bundles","bundles, 660nm, bundle, kit","TRUE","Finish","Matte Graphite","LR-0108","2500","shopify","25","deny","manual","399.00","463.00","TRUE","TRUE","active"
"lumenred-face-glow-kit","Lumenred Face Glow Kit","<p>Lumenred Face Glow Kit delivers clinical-style red and near-infrared coverage with 850nm diodes, 140 LEDs, and roughly 70W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: 850nm</li><li>LEDs: 140</li><li>Power: 70W</li><li>Size: Multi-piece kit</li><li>Finish: Brushed Steel</li></ul>","Lumenred","Bundles","bundles, 850nm, bundle, kit","TRUE","Finish","Brushed Steel","LR-0109","2500","shopify","25","deny","manual","289.00","335.00","TRUE","TRUE","active"
"lumenred-athlete-joint-kit","Lumenred Athlete Joint Kit","<p>Lumenred Athlete Joint Kit delivers clinical-style red and near-infrared coverage with 660/850nm diodes, 180 LEDs, and roughly 100W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: 660/850nm</li><li>LEDs: 180</li><li>Power: 100W</li><li>Size: Multi-piece kit</li><li>Finish: Soft Black</li></ul>","Lumenred","Bundles","bundles, 660/850nm, bundle, kit","TRUE","Finish","Soft Black","LR-0110","2500","shopify","25","deny","manual","459.00","532.00","TRUE","TRUE","active"
"lumenred-home-panel-duo","Lumenred Home Panel Duo","<p>Lumenred Home Panel Duo delivers clinical-style red and near-infrared coverage with 630/660/850nm diodes, 220 LEDs, and roughly 130W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: 630/660/850nm</li><li>LEDs: 220</li><li>Power: 130W</li><li>Size: Multi-piece kit</li><li>Finish: Arctic White</li></ul>","Lumenred","Bundles","bundles, 630/660/850nm, bundle, kit","TRUE","Finish","Arctic White","LR-0111","2500","shopify","25","deny","manual","1899.00","2203.00","TRUE","TRUE","active"
"lumenred-studio-founders-kit","Lumenred Studio Founders Kit","<p>Lumenred Studio Founders Kit delivers clinical-style red and near-infrared coverage with 660/810/850nm diodes, 260 LEDs, and roughly 160W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: 660/810/850nm</li><li>LEDs: 260</li><li>Power: 160W</li><li>Size: Multi-piece kit</li><li>Finish: Matte Graphite</li></ul>","Lumenred","Bundles","bundles, 660/810/850nm, bundle, kit","TRUE","Finish","Matte Graphite","LR-0112","2500","shopify","25","deny","manual","3299.00","3827.00","TRUE","TRUE","active"
"lumenred-travel-recovery-kit","Lumenred Travel Recovery Kit","<p>Lumenred Travel Recovery Kit delivers clinical-style red and near-infrared coverage with 630/660/810/850nm diodes, 300 LEDs, and roughly 190W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: 630/660/810/850nm</li><li>LEDs: 300</li><li>Power: 190W</li><li>Size: Multi-piece kit</li><li>Finish: Brushed Steel</li></ul>","Lumenred","Bundles","bundles, 630/660/810/850nm, bundle, kit","TRUE","Finish","Brushed Steel","LR-0113","2500","shopify","25","deny","manual","349.00","405.00","TRUE","TRUE","active"
"lumenred-couple-wellness-kit","Lumenred Couple Wellness Kit","<p>Lumenred Couple Wellness Kit delivers clinical-style red and near-infrared coverage with 660nm diodes, 340 LEDs, and roughly 220W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: 660nm</li><li>LEDs: 340</li><li>Power: 220W</li><li>Size: Multi-piece kit</li><li>Finish: Soft Black</li></ul>","Lumenred","Bundles","bundles, 660nm, bundle, kit","TRUE","Finish","Soft Black","LR-0114","2500","shopify","25","deny","manual","2199.00","2551.00","TRUE","TRUE","active"
"lumenred-clinic-corner-kit","Lumenred Clinic Corner Kit","<p>Lumenred Clinic Corner Kit delivers clinical-style red and near-infrared coverage with 850nm diodes, 380 LEDs, and roughly 250W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: 850nm</li><li>LEDs: 380</li><li>Power: 250W</li><li>Size: Multi-piece kit</li><li>Finish: Arctic White</li></ul>","Lumenred","Bundles","bundles, 850nm, bundle, kit","TRUE","Finish","Arctic White","LR-0115","2500","shopify","25","deny","manual","5499.00","6379.00","TRUE","TRUE","active"
"lumenred-back-core-kit","Lumenred Back & Core Kit","<p>Lumenred Back & Core Kit delivers clinical-style red and near-infrared coverage with 660/850nm diodes, 420 LEDs, and roughly 280W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: 660/850nm</li><li>LEDs: 420</li><li>Power: 280W</li><li>Size: Multi-piece kit</li><li>Finish: Matte Graphite</li></ul>","Lumenred","Bundles","bundles, 660/850nm, bundle, kit","TRUE","Finish","Matte Graphite","LR-0116","2500","shopify","25","deny","manual","399.00","463.00","TRUE","TRUE","active"
"lumenred-nightstand-ritual-kit","Lumenred Nightstand Ritual Kit","<p>Lumenred Nightstand Ritual Kit delivers clinical-style red and near-infrared coverage with 630/660/850nm diodes, 460 LEDs, and roughly 310W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: 630/660/850nm</li><li>LEDs: 460</li><li>Power: 310W</li><li>Size: Multi-piece kit</li><li>Finish: Brushed Steel</li></ul>","Lumenred","Bundles","bundles, 630/660/850nm, bundle, kit","TRUE","Finish","Brushed Steel","LR-0117","2500","shopify","25","deny","manual","329.00","382.00","TRUE","TRUE","active"
"lumenred-pro-mount-bundle","Lumenred Pro Mount Bundle","<p>Lumenred Pro Mount Bundle delivers clinical-style red and near-infrared coverage with 660/810/850nm diodes, 500 LEDs, and roughly 340W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: 660/810/850nm</li><li>LEDs: 500</li><li>Power: 340W</li><li>Size: Multi-piece kit</li><li>Finish: Soft Black</li></ul>","Lumenred","Bundles","bundles, 660/810/850nm, bundle, kit","TRUE","Finish","Soft Black","LR-0118","2500","shopify","25","deny","manual","279.00","324.00","TRUE","TRUE","active"
"lumenred-full-spectrum-stack","Lumenred Full Spectrum Stack","<p>Lumenred Full Spectrum Stack delivers clinical-style red and near-infrared coverage with 630/660/810/850nm diodes, 540 LEDs, and roughly 370W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: 630/660/810/850nm</li><li>LEDs: 540</li><li>Power: 370W</li><li>Size: Multi-piece kit</li><li>Finish: Arctic White</li></ul>","Lumenred","Bundles","bundles, 630/660/810/850nm, bundle, kit","TRUE","Finish","Arctic White","LR-0119","2500","shopify","25","deny","manual","2799.00","3247.00","TRUE","TRUE","active"
"lumenred-complete-home-system","Lumenred Complete Home System","<p>Lumenred Complete Home System delivers clinical-style red and near-infrared coverage with 660nm diodes, 580 LEDs, and roughly 400W irradiance class output. Built for consistent home and studio sessions.</p><ul><li>Wavelength: 660nm</li><li>LEDs: 580</li><li>Power: 400W</li><li>Size: Multi-piece kit</li><li>Finish: Matte Graphite</li></ul>","Lumenred","Bundles","bundles, 660nm, bundle, kit","TRUE","Finish","Matte Graphite","LR-0120","2500","shopify","25","deny","manual","6999.00","8119.00","TRUE","TRUE","active"
